date,water_temp_f
2006-03-17T00:00:00Z,49
2006-03-18T00:00:00Z,50
2006-03-19T00:00:00Z,50
2006-03-20T00:00:00Z,50
2006-03-21T00:00:00Z,50
2006-03-22T00:00:00Z,50
2006-03-23T00:00:00Z,51
2006-03-24T00:00:00Z,52
2006-03-25T00:00:00Z,53
2006-03-26T00:00:00Z,54
2006-03-27T00:00:00Z,48
2006-03-28T00:00:00Z,52
2006-03-29T00:00:00Z,52
2006-03-30T00:00:00Z,51
2006-03-31T00:00:00Z,51
2006-04-01T00:00:00Z,51
2006-04-02T00:00:00Z,51
2006-04-03T00:00:00Z,51
2006-04-04T00:00:00Z,53
2006-04-05T00:00:00Z,51
2006-04-06T00:00:00Z,52
2006-04-07T00:00:00Z,48
2006-04-08T00:00:00Z,54
2006-04-09T00:00:00Z,53
2006-04-10T00:00:00Z,51
2006-04-11T00:00:00Z,52
2006-04-12T00:00:00Z,52
2006-04-13T00:00:00Z,52
2006-04-14T00:00:00Z,49
2006-04-15T00:00:00Z,55
2006-04-16T00:00:00Z,55
2006-04-17T00:00:00Z,49
2006-04-18T00:00:00Z,52
2006-04-19T00:00:00Z,48
2006-04-20T00:00:00Z,49
2006-04-21T00:00:00Z,51
2006-04-22T00:00:00Z,51
2006-04-23T00:00:00Z,56
2006-04-24T00:00:00Z,51
2006-04-25T00:00:00Z,51
2006-04-26T00:00:00Z,52
2006-04-27T00:00:00Z,52
2006-04-28T00:00:00Z,54
2006-04-29T00:00:00Z,60
2006-04-30T00:00:00Z,62
2006-05-01T00:00:00Z,63
2006-05-02T00:00:00Z,62
2006-05-03T00:00:00Z,62
2006-05-04T00:00:00Z,62
2006-05-05T00:00:00Z,62
2006-05-06T00:00:00Z,64
2006-05-07T00:00:00Z,64
2006-05-08T00:00:00Z,66
2006-05-09T00:00:00Z,61
2006-05-10T00:00:00Z,64
2006-05-11T00:00:00Z,62
2006-05-12T00:00:00Z,63
2006-05-13T00:00:00Z,63
2006-05-14T00:00:00Z,65
2006-05-15T00:00:00Z,65
2006-05-16T00:00:00Z,67
2006-05-17T00:00:00Z,68
2006-05-18T00:00:00Z,68
2006-05-19T00:00:00Z,69
2006-05-22T00:00:00Z,61
2006-05-24T00:00:00Z,62
2006-05-26T00:00:00Z,62
2006-05-30T00:00:00Z,63
2006-05-31T00:00:00Z,64
2006-06-02T00:00:00Z,67
2006-06-05T00:00:00Z,67
2006-06-07T00:00:00Z,68
2006-06-09T00:00:00Z,68
2006-06-12T00:00:00Z,66
2006-06-14T00:00:00Z,65
